smiles,hERG_top20_6_brics_mol,group
c1cc([C@H]2CNCCC23CC3)ccc1[C@H]1CNCCC12CC2,1,test
N[C@H]1CCCN(c2cccc3ccccc23)C1,1,test
Cc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,1,test
Clc1cccc(-c2cncc(-c3ccc4c(c3)[nH]c3c(-c5cccc(Cl)c5)cnc(-c5cccc(Cl)c5)c34)c2)c1,1,test
O=c1c2cc(N3CC(c4ccccc4)C3)c3ccccc3c2ncn1-c1nc2cc(-c3ccccc3)ccc2[nH]1,1,test
O=C1N(c2ccc(Cl)cc2)C(=O)C2(CCN(c3cc(O)ccc3-c3cc(=O)c4ccc(F)cc4o3)CC2)N1c1ccc(Cl)cc1,1,test
N#C[C@@H]1CCCN1c1ccc(N2CCN(c3ccc(C(F)(F)F)cc3Cl)CC2)c(Cl)c1,1,test
Fc1ccc(-c2nc(-c3cccc(OC(F)F)c3)nc3cccc(OC(F)F)c23)cc1,1,test
c1ccc(-c2cc3sc(-c4nc5cnc(-c6ccccc6)cc5s4)nc3cn2)cc1,1,test
Cc1cc(Br)c(-c2ccc(Cl)c(-c3ccc(Cl)c(N4CCNCC4)c3/N=N/c3c(O)ccc4ccccc34)c2/N=N/c2c(O)ccc3ccccc23)c2ccccc12,1,test
Fc1ccc(-c2ccc(Cl)cc2-c2ccc(Cl)cc2-c2ccccc2)cc1F,1,test
CC(=O)C1=NN(c2cc(C)ccc2F)CC1(c1ccccc1)c1ccc(C23CCC(OC(F)(F)F)(CC2)OC3)cc1,1,test
Fc1ccccc1C1CCN(c2ccoc2)CC1,1,test
Cc1c2c(n3c1CCCN1CCCC[C@@H]1CNc1cc-3ccc1-c1nc3cc(N4[C@H]5CC[C@@H]4C[C@H](N4[C@H]6CC[C@@H]4C[C@H](c4ccc7cc4NC[C@H]4CCCCN4CCCc4c(C)c8c(n4-7)CC(C)(C)CC8=O)C6)C5)ccc3[nH]1)CC(C)(C)CC2=O,1,test
Nc1nc2cc(Cl)ccc2n1-c1ccccc1,1,test
Clc1ccc2[nH]c([C@H]3CC[C@@H](c4ncc(-c5ccccc5)c5[nH]c6cc(-c7ccccc7)ccc6c54)CC3)nc2c1,1,test
O=C1N(c2ccc(Cl)cc2)CCC12CCN(C1CCN(C3CCN(c4ccc(Cl)cc4)CC3)CC1)CC2,1,test
N#Cc1ccc(N2CCC3CC3(c3cc(Cl)c4c(Cl)c(-c5ccccc5)n(-c5ccccc5)c4n3)CC2)cc1,1,test
Cc1cc(N2CCC[C@H](c3cccc(C#N)c3)C2)ccc1Cl,1,test
Fc1ccc(C2CCN(C3(c4ccc(F)cc4)CCNCC3)CC2)cc1,1,test
N#Cc1ccc(N2CCC(C3N[C@@H](N4CCCC4)Cc4c3[nH]c3ccccc43)CC2)cc1,1,test
Clc1ccc2c(c1)c(N1C[C@@H]3CC[C@H]1C3)cn2-c1cn([C@@H]2C[C@@H]3CC[C@H](C2)N3c2ccc(Cl)c(Cl)c2)c2ccc(Cl)cc12,1,test
N#Cc1ccc(-c2ccccc2-c2cnc3nc(N4CC(c5cc(F)ccc5F)=C[C@@H]4c4ccc(C#N)cc4)sc3c2)cc1,1,test
O=C1C(N2C[C@H]3[C@H](c4cccc(-c5ccc(Cl)cc5)c4)[C@H]3C2)CCc2ccccc2N1Cc1ccc(Cl)cc1,1,test
Fc1ccc(-c2nccc(-c3ccccc3)c2-c2ccccc2)cc1,1,test
Cc1cc(C2CCN(CCCCCCN)CC2)ncc1F,1,test
CN1CCc2cccc3c2C1Cc1ccc([C@H]2CC[C@H](c4ccc5c(c4O)-c4cccc6c4C(C5)N(C)CC6)CC2)c(O)c1-3,1,test
Clc1ccc2c([C@H]3C[C@]34CCN([C@H]3C[C@]35CCN(c3ccnc6cc(Cl)ccc36)C5)C4)ccnc2c1,1,test
Clc1ccc(-c2ccc(-n3c(-n4c(-c5cccc(Cl)c5Cl)nc5ccccc54)nc4ccccc43)cc2)cc1,1,test
Clc1ccc(-c2nc3cc4c(cc3o2)CCN(c2ccc(Cl)cc2)CC4)cc1,1,test
c1ccc(N2CCCC2)c(-c2ccc(N3CCCC3)cc2)c1,1,test
Cc1cc(Cl)nc(Cl)c1C1Cc2ccccc2CN1c1ccc(-c2ccc(-c3ccc(Cl)cc3)c(Cl)c2)c(Cl)c1,1,test
N#CCC(=O)c1ccc(-c2ccc(C3CCCC3)cc2)cc1,1,test
CN(C)c1ccc(F)c(-c2ccc(F)c([C@H]3CC[C@@H](N(C)C)CC3)n2)n1,1,test
Fc1ccc(-c2ccccc2)c(-c2ccc(Cl)c(Cl)c2)c1,1,test
CN1CCN(c2cnc(C3CC(C)(C)NC(C)(C)C3)nc2C2CC(C)(C)NC(C)(C)C2)CC1=O,1,test
Cc1ccc2cc(N3CCOCC3)[nH]c2c1,1,test
CC1(C23CCC(c4ccnc5ccc(-c6ccccc6)cc45)(CC2)CO3)Cc2c([nH]c3ccccc23)C(C2CCOCC2)N1,1,test
Clc1cccc(N2CCN(c3ccc(Cl)c(Cl)c3)CC2)c1,1,test
O=C1COc2ccccc2N1CCCN1CCN(c2ccc3c(c2)CC[C@H](N2CCN(CCCN4C(=O)COc5ccccc54)CC2)C3)CC1,1,test
CN1C(=O)[C@H](c2cc(Cl)cc(Cl)c2)N=C(c2ccccc2)c2ccccc21,1,test
Cc1cc(-c2ccc(Cl)c(Cl)c2)cc(C)c1F,1,test
Fc1cc2c(cn1)C1(CCN(c3ccccc3)CC1)OC2,1,test
O=c1c2cc(-c3nc4cc(-c5ccccc5)ccc4[nH]3)c3ccccc3c2ncn1-c1nc2cc(-c3ccccc3)ccc2[nH]1,1,test
c1ccc(N2CCN(c3ccccc3-c3nsc4ccccc34)CC2)c(-c2nsc3ccccc23)c1,1,test
Fc1ccccc1-c1ccc([C@H]2Cc3c([nH]c4ccccc34)[C@@H](C3CCOCC3)N2)cc1,1,test
CC(C)c1nn(-c2cccc3sccc23)c2c(-c3cccc4sccc34)nc(-c3ccc(Cl)cc3)nc12,1,test
Clc1ccc(N2CC(c3nccc(C4CN(c5ccccc5)C4)c3Cl)C2)cc1Cl,1,test
Clc1ccc(N2CCN3CCC2CC3)cc1,1,test
Clc1ccccc1[C@H]1C[C@@H]2CC[C@H](C1)N2c1cccc2ccccc12,1,test
O=C1COc2ccc(Cl)cc2N1CCN1CCC(c2ccc(Cl)cc2)CC1,1,test
CN1[C@H]2CCC[C@@H]1CC(c1cc3sc(-c4ccc(-c5cccc([N+](=O)[O-])c5)c(-c5cccc([N+](=O)[O-])c5)c4)nc3cn1)C2,1,test
Cc1ccc2[nH]c(C3CCN(c4ccccc4-c4ccccc4-c4ccc5c(c4)C4(COC(N)=N4)C4(CC4)CO5)CC3)cc2c1,1,test
O=C1N(c2ccccc2)C(=O)C2(CCN(c3ccc4nccc(-c5cc(=O)c6ccc(F)cc6o5)c4c3)CC2)N1c1ccccc1,1,test
Nc1nccn2c(-c3ccc(Cl)c(Cl)c3)nc(-c3nc(-c4ncnc5ccc(-c6cccc(Cl)c6Cl)cc45)c4c(N)nccn34)c12,1,test
CCN1CCc2ccc(-c3ccc4nc(C5CCN(CC)CC5)ccc4c3)cc2CC1,1,test
Cc1ccc2cc(-c3ccccc3)[nH]c2c1,1,test
Cc1ccc2c(N3CC[C@]4(C[C@H]4c4cc(F)ccc4-c4ccc(F)cc4)C3)cccc2n1,1,test
CN1C(=O)[C@H](c2ccc3ccc(C(=N)N)cc3c2)N=C(c2ccccc2)c2ccccc21,1,test
Cc1ccc2c(O/N=C(\CCCCN3CCC(c4ccc(Cl)cn4)CC3)c3ccc(-c4cccc5nc(C)ccc45)cc3)cccc2n1,1,test
N#CCC(=O)c1ccc(-c2cc(C(=O)CC#N)ccc2C2CCCC2)cc1,1,test
CC1CCN(c2cc(Cl)c(N)cc2N2c3ccccc3CCc3ccccc32)CC1,1,test
Fc1ccc(-c2cc(-c3cccc(Cl)c3)on2)cc1,1,test
Cc1cc2[nH]c(-c3nc4cc(C#N)c(C)cc4[nH]3)nc2cc1C#N,1,test
Cc1ccc(-c2cc(C)c(F)cn2)cc1,1,test
Cn1c2c(c3ccccc31)C(=O)N(C(C)(C)CC(O)(Cc1cc(Cl)c(N)cc1-c1cc(Cl)c(N)cc1-c1cc(Cl)ccc1F)C(F)(F)F)CC2,1,test
CN1[C@H]2CCC[C@@H]1CC(c1cccc([N+](=O)[O-])c1)C2,1,test
Cc1cc(C2CCN(c3cc(C)on3)CC2)no1,1,test
Cc1cc(-c2ccc(F)cc2)nc(C2CCN(c3cc(C)nc([C@H]4C[C@@H]5CCC[C@H](C4)N5C)n3)CC2)n1,1,test
Cc1ccc(N2CCCC(c3cccc(C4CCN(c5ccc(C)cc5)CC4)c3)CC2)cc1,1,test
N#Cc1ccc(C23CCC(c4ccc5nc(C67CCC(c8ccc(C#N)cc8)(CC6)CO7)ccc5c4)(CC2)OC3)cc1,1,test
Clc1cccc(-c2ccccc2)c1,1,test
C[C@H]1SC(N)=N[C@@]2(N3CCN(c4ccc(Cl)cc4)CC3)COC([C@@H]3COc4cccc(-c5ccc(Cl)cc5)c4C3)C[C@@H]12,1,test
Clc1cccc(-c2ccc(-c3cccc(Cl)c3Cl)cc2)c1Cl,1,test
CN(C)c1cnc2ccccn12,1,test
c1cc(N2[C@H]3CC[C@@H]2C[C@@H](N2[C@H]4CC[C@@H]2C[C@@H](N2CCCCC2)C4)C3)ccc1N1CCCCC1,1,test
c1ccn2c([C@H]3CCCN(C4CN(c5cnc6ccccn56)C4)C3)cnc2c1,1,test
CN(C)c1ccc(-c2ccc(-c3ccc(N(C)C)c(Cl)c3)c(F)c2)c(Cl)c1,1,test
CCn1ccc2nc(N)nc(N3CCC(n4ccc5nc(N)nc(OC(F)(F)F)c54)CC3)c21,1,test
Fc1ccc(-c2ccc3ncc([C@H]4Cc5c([nH]c6ccccc56)C(C5CCCCC5)N4)c([C@H]4Cc5c([nH]c6ccccc56)C(C5CCCCC5)N4)c3c2)cc1,1,test
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(-c3cc(Cl)cc(Cl)c3)ccc2F)CO1,1,test
C1=C2CCN([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)C[C@@]2(N2CCN([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)CC2)Cc2cnn([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)c21,1,test
Clc1ccc(-c2cccc([C@H]3[C@@H]4CN(c5cccc(-c6ccc(Cl)cc6)c5)C[C@@H]43)c2)cc1,1,test
Clc1ccc(-c2ccc3c(c2)[nH]c2c(-c4ccccc4)cnc([C@H]4CC[C@@H](c5nc6cc(Cl)ccc6[nH]5)CC4)c23)cc1,1,test
c1ccc2c3c([nH]c2c1)[C@@H](C1CCOCC1)N[C@@H](N1CC[C@]2(C[C@@H]2N2CC[C@]4(C[C@@H]4[C@H]4Cc5c([nH]c6ccccc56)[C@@H](C5CCOCC5)N4)C2)C1)C3,1,test
CN1CCC(c2ccc3nc([C@H]4CC[C@@H](c5ccc6cc(C7CCN(C)CC7)ccc6n5)CC4)ccc3c2)CC1,1,test
C[C@@H]1CCCN1c1cc2nc(N3CCN(C)CC3)nc(N3CCC[C@H]3C)c2s1,1,test
NC1=NC2(CO1)c1cc(-n3cc([C@@]4(c5nn(-c6ccc7c(c6)C6(COC(N)=N6)C6(CC6)CO7)c(=O)o5)N[C@@H]([C@H]5CC[C@]6(CC5)CN(c5ccc(Cl)cc5Cl)C(=O)O6)Cc5c4[nH]c4ccccc54)cn3)ccc1OCC21CC1,1,test
CCN1CCC(c2ccc3ncc(F)c(N4CCC(F)(F)C4)c3n2)CC1,1,test
Cc1cc(Cl)cnc1[C@@H]1CC[C@H](OC(F)(F)F)N1,1,test
C[C@H]1SC(N)=N[C@](C)(N2CCC[C@H](c3ccc(I)cc3F)C2)[C@H]1F,1,test
O=c1cc(C2CCN(c3cccc(N4Cc5ccccc5C4)c3)CC2)oc2cc(F)ccc12,1,test
CC(C)(Cc1cc(Cl)cc(Cl)c1)CN1CCc2ccc(-c3cc(Cl)cc(Cl)c3)cc2CC1,1,test
CN1C[C@H](c2ccccc2)[C@@H](c2cccc(/C=N/NC(=N)N)c2)C1,1,test
Cc1c([C@H]2CCc3cc(C4CN(c5ccc6c(c5C)COC6=O)C4)ccc3C2)ccc2c1CCN(c1ccc3c(c1C)COC3=O)C2,1,test
O=S(=O)(c1ccc(-c2ccc(-c3ccc(F)cc3Br)cc2)cc1)N1CC[C@]2(C[C@@H]2c2ccccc2)C1,1,test
Fc1ccc(-c2ccc(C3=CC4(CCNCC4)Oc4ccccc43)o2)cc1,1,test
Fc1ccc(N2CC[C@H](c3nccc4ccccc34)[C@H](n3c(-c4nccc5ccccc45)nc4ccccc43)C2)cc1,1,test
Clc1ccc([C@H]2[C@@H]3CN(c4cccc([C@H]5[C@@H]6CN(c7ccc(Cl)cc7)C[C@@H]65)c4)C[C@@H]32)cc1,1,test
Cc1c(-c2ccc(Cl)cc2)cccc1-c1ccc(Cl)cc1,1,test
Brc1ccc(-c2ccccc2)cc1,1,test
Fc1ccc(C2CCCCN2)c(F)c1,1,test
Cc1ccc(-c2ccc(-c3ccc4[nH]ccc4c3)cc2)cc1,1,test
N#Cc1ccc(-c2ccc3c(c2)[C@@H](Cc2nc4c5c(ccc4o2)CCN(c2ccc(C#N)cc2)CC5)[C@@H](c2ccc(C#N)cc2)CC3)cc1,1,test
Brc1cc(Br)cc(C2C3CCC2CN(C2C4CCC2CN(c2cc(Br)cc(Br)c2)C4)C3)c1,1,test
Cc1ccc(C2CCN(c3cccc(C4CCN(c5ccc(C)cc5)CC4)c3)CC2)cc1,1,test
Cc1ccc(N2CCC(N3CCCC3)CC2)cc1C#Cc1cnc2cccnn12,1,test
N#Cc1ccc(C(F)(F)F)cc1NC(=N)c1cccs1,1,test
Oc1ccc(C2C3CCC2CN(C2C4CCC2CN(c2cc(Br)cc(Br)c2)C4)C3)cc1,1,test
Fc1ccccc1-c1ccnc2ccc(-c3ccccc3)cc12,1,test
N#Cc1ccc2[nH]c(N3[C@H]4CC[C@@H]3CC(C(F)(F)F)C4)nc2c1,1,test
Cc1cc(N2CCC(N3CCC(N4CCC(N5CCN(C)CC5)CC4)CC3)CC2)no1,1,test
c1ccc2c(c1)CCc1ccccc1N2C1CCCN(C2CCOCC2)C1,1,test
NC1=NC2(CO1)c1cc(-c3ccc(N4CCc5nc(N)nc(-c6nc(N)nc7c6CN(c6ccc8c(c6)C6(COC(N)=N6)C6(CC6)CO8)CC7)c5C4)cc3)ccc1OCC21CC1,1,test
Fc1ccc(-c2ccccc2-c2ccccc2C2C[NH2+]CCC2F)cc1Cl,1,test
Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,1,test
O=[N+]([O-])c1ccc(N2CCC3(CCCc4c(-c5ccc(Cl)c(Cl)c5)cccc43)C2)cc1,1,test
c1ccc(-c2cccc(-c3cccc([C@H]4CC[C@@H](c5ccccc5)CC4)c3)c2)cc1,1,test
Clc1ccc2c(N3CC[C@]4(C[C@@H]4N4CCCC4)C3)ccnc2c1,1,test
CC(C)(C)c1ccc(-c2ccc3onc(-c4noc5ccc(C(C)(C)C)cc45)c3c2)cc1,1,test
O[C@H]1CCCC[C@@H]1N1CC[C@H](c2cnc3c(c2)C[C@@]2(CN4CCC2CC4)O3)C1,1,test
CN(C)C(=N)c1ccc(-c2ccc3[nH]c(-c4ccc(-c5ccc6ncoc6c5)cc4)nc3c2)cc1,1,test
Cc1nc2ccccc2c(=O)n1-c1cccc2nc(-c3ccc(F)c(Cl)c3)nc([C@@H]3C[C@@]34CCN(c3cccc(Cl)c3)C4)c12,1,test
Cc1ccc2cc(N3CCN(c4ccc(C5CCCN(C)C5)cc4)CC3)[nH]c2c1,1,test
Clc1ccc(-c2ccc(C3=CC4(CCNCC4)Oc4ccccc43)cc2)cc1Cl,1,test
O=C1N(c2cc(=O)c3ccc(F)cc3o2)C(=O)C2(CCN(c3cc(O)ccc3-c3ccc(Cl)cc3)CC2)N1c1ccc(Cl)cc1,1,test
Fc1ccc(-c2cccc3nc(OC(F)F)nc(-c4ccc(F)cc4)c23)cc1,1,test
N[C@H]1CCCC[C@H]1c1cccc(C2C[NH2+]CC[C@@H]2F)c1,1,test
C[C@@H]1OCC2(CCN(c3ccc(C#CC4CC4)c(Cl)c3Cl)CC2)[C@@H]1N,1,test
Cc1cc(-c2ccc(-c3nc4cnc(C5C[C@@H]6CCC[C@H](C5)N6C)cc4s3)cc2-c2cccc([N+](=O)[O-])c2)no1,1,test
Cc1ccc(-c2nc(-c3ccc(C)cc3)c3c(n2)c(C)nn3[C@H]2C[C@@H]3CC[C@H](C2)N3c2ccc(C)cc2)cc1,1,test
Cc1nc(-c2ccc(-c3ccc4c(c3C)COC4=O)c(F)c2)sc1-c1sc(-c2ccc3c(c2C)COC3=O)nc1C,1,test
Clc1ccc(-c2cccc([C@H]3[C@@H]4CN(c5ccc(Cl)cc5)C[C@@H]43)c2)cc1,1,test
Fc1ccc(-c2ccc(-c3nc(-c4ccc(F)cc4)c4c(OC(F)F)cccc4n3)cc2)cc1,1,test
c1ccc(-c2cccs2)cc1,1,test
Clc1ccc(N2CC(c3ccnc(C4CN(c5ccc(Cl)c(Cl)c5)C4)c3Cl)C2)cc1Cl,1,test
NC(=O)C1CCN(c2ccc(Cl)c(Cl)c2)CC1,1,test
Cc1cc(Cl)nc(Cl)c1C1Cc2ccccc2CN1c1ccc(C2Cc3ccccc3CN2c2ccc(Cl)cc2)c(Cl)c1,1,test
FC(F)(F)c1ccc(C2=NOC[C@H](c3ccc(Cl)cc3)N2)nc1-c1nc2cc3c(cc2o1)CCN(c1ccc(Cl)cc1)CC3,1,test
O=C1C(c2ccnc3ccc(N4CCC5(CC4)C(=O)N(c4cc(=O)c6ccc(F)cc6o4)C(=O)N5c4ccccc4)cc23)CCc2ccccc2N1CCF,1,test
Cc1cccc(N2CCC([C@H]3C[C@H]3N3CCC([C@H]4C[C@H]4c4ccc(Cl)cc4)CC3)CC2)c1,1,test
CC(C)(Cc1cccc(Cl)c1Cl)CN1CCc2ccc(-c3ccc4c(c3)CCN(c3cccc(Cl)c3Cl)CC4)cc2CC1,1,test
Fc1ccc(C(F)(F)F)cc1,1,test
FC1CC[NH2+]CC1c1ccc(-c2ccc(-c3ccc(C4C[NH2+]CCC4F)cc3)cc2)cc1,1,test
CCCC[C@@H](CCO)O/N=C(/c1ccc(O/N=C(/c2ccc(-c3ccc(/C(=N/Oc4cnc5ccccn45)c4ccc(F)c(F)c4)cc3)cc2)c2ccc(F)c(F)c2)cc1)c1ccc(F)c(F)c1,1,test
CC1(N2CCN(C3C[NH2+]CCC3F)CC2)N=C(N)c2c(F)cccc2O1,1,test
CCN1CCC[C@H](c2cccc(-c3ccccc3)c2)C1,1,test
FC(F)(F)c1nc2cc3c(cc2o1)CCN(c1ccc(Cl)cc1)CC3,1,test
CN1CC[C@H](c2cccc(-c3cccc(-c4cccc(C(F)(F)F)c4)c3)c2)[C@H](O)C1,1,test
Cc1c(C)n(-c2ccc(Cl)c(F)c2)c2ncnc(-n3cc(-n4c(C)c(C)c5c(-c6ccccc6)ncnc54)c4ccc(Cl)cc43)c12,1,test
Cc1c(Cl)ccc(-c2cccc(N3CCC4(CC3)CCN(c3cccc(-c5ccc(Cl)c(C)c5Cl)c3)CC4)c2)c1Cl,1,test
O=c1[nH]ccc2nc(-c3ccc(Cl)c(Cl)c3)c(-c3ccc(Cl)c(Cl)c3)cc12,1,test
CC(CC1CCN(c2cc3cc(Cl)ccc3o2)CC1)N1CCC(C(F)(F)F)CC1,1,test
C1C[C@H](N2CC3CCN([C@H]4CCNC4)C3C2)CN1,1,test
C[C@@H]1OCC2(CCN(c3cncc(N4CCC(N5CCC(c6ccccc6)CC5)CC4)c3)CC2)[C@@H]1N,1,test
c1ccc(-c2cc(N3CCN(c4ccccc4)CC3)on2)cc1,1,test
N#Cc1ccc2c(c1)CC[C@@H](c1ccc(-c3cccc([C@@H]4CCc5cc(C#N)ccc5C4)c3)cc1)C2,1,test
Clc1ccc([C@H]2CCNC2)cc1Cl,1,test
CC1(C)CC(c2nc(-c3ccc(F)cc3)ncc2-c2cc(Cl)cc(Cl)c2)CC(C)(C)N1,1,test
CC#Cc1cncc(N2CCC3(CC2)C[C@@H](N2CC4C(C2)C4N2CCC4(CC2)C[C@@H](OC(F)(F)F)CO4)CO3)c1,1,test
c1ccc(-c2ccccc2N2CCN(c3nsc4ccccc34)CC2)cc1,1,test
Cc1ccc2c(O/N=C(\CCCCN3CCC(c4cccc5nc(C)ccc45)CC3)c3ccc(-c4cccc5nc(C)ccc45)cc3)cccc2n1,1,test
CN1CCCCC1c1ccc2[nH]c(-c3nc4cc(C56CC5CN(C5CCCCN5C)C6)ccc4[nH]3)nc2c1,1,test
c1ccc(-c2c(N3CCC(c4ccccc4)(c4ccccc4)CC3)sc3ccccc23)cc1,1,test
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1,test
Fc1cnc2nc(-c3nc(-c4ccc(Cl)c(Cl)c4)ncc3N3CC4CC4(c4ccc(Cl)c(Cl)c4)C3)oc2c1,1,test
Clc1ccc(C2CC[NH+](c3ccccc3)CC2)cc1,1,test
Clc1cnc(C2CCN(c3ncc(Cl)c(C4CCNCC4)n3)CC2)nc1C1CCNCC1,1,test
FC(F)(F)CCN1CCN(c2cncc(N3CC4CCN(CCC(F)(F)F)C4C3)c2)CC1,1,test
Cc1c2c(n3c1CCCN1CCCC[C@@H]1CNc1cc-3ccc1C1CCN([C@@H]3C[C@@H]4CC[C@H](C3)N4[C@@H]3C[C@@H]4CC[C@H](C3)N4c3ccc4cc3NC[C@H]3CCCCN3CCCc3c(C)c5c(n3-4)CC(C)(C)CC5=O)CC1)CC(C)(C)CC2=O,1,test
CN1CCCCC1c1nc2cc(C34CC3CN(C35CC3CN(C3CCCCN3C)C5)C4)ccc2[nH]1,1,test
Oc1ccc2ccccc2c1/N=N/c1c(-c2ccccc2)cc(Cl)cc1-c1cc(Cl)cc(-c2ccc(-c3ccccc3)c(F)c2)c1/N=N/c1c(O)ccc2ccccc12,1,test
O=[N+]([O-])c1ccc([C@@H]2CC[C@H](c3ccccc3)N2)cc1,1,test
FC(F)(F)c1ccc(N2CC(C(F)(F)F)C2)cc1,1,test
Clc1ccc(-c2ccnc(C3CN(c4ccc(Cl)c(Cl)c4)C3)c2Cl)cc1Cl,1,test
Cc1c2c(n3c1CCCN1CCCC[C@@H]1CNc1cc-3ccc1-c1cc([C@@H]3C[C@@H]4CC[C@H](C3)N4[C@@H]3C[C@@H]4CC[C@H](C3)N4c3ccc4cc3NC[C@H]3CCCCN3CCCc3c(C)c5c(n3-4)CC(C)(C)CC5=O)c(F)cc1F)CC(C)(C)CC2=O,1,test
Cc1cn2cc(C3CCCN(c4ccc(Cl)c(Cl)c4)C3)nc2s1,1,test
Cc1c(-c2ccccc2)oc2ccccc12,1,test
NC(=O)C1CCN(c2ccc(Cl)cc2)CC1,1,test
CCCC[C@H]1CCCN(c2cccc([C@H]3CCCN(CC)C3)c2)C1,1,test
N#Cc1ccccc1C12CCC(c3ccccc3)(CC1)CO2,1,test
FC(F)(F)c1ccc2c(c1)CCN(c1cccc(N3CCc4ccc(C(F)(F)F)cc4CC3)c1)CC2,1,test
O=C(C1CNc2ccccc21)N1CCC2(CC1)Cc1cc(Cl)ccc1O2,1,test
Clc1ccc(C2C[C@@H]3CC[C@H](C2)[NH+]3c2ccc(Cl)c(Cl)c2)cc1Cl,1,test
CN1C[C@H](c2ccccc2)[C@@H](c2nc3c4c(ccc3o2)CCN(c2ccccc2)CC4)C1,1,test
c1cc(C2CC[NH2+]CC2)ccc1-c1ccc(C2CC[NH2+]CC2)cc1,1,test
N#C[C@@H]1CCCN1c1ccc(N2CCN(c3ccc(N4CCC[C@H]4C#N)c(Cl)c3)CC2)c(Cl)c1,1,test
O=C1OCc2cc(C3CCN(c4ccccc4)CC3)ccc21,1,test
Cc1ccc(C2CCN(c3ccc(C45CCC(c6ccc(C)cc6)(CC4)OC5)cc3)CC2)cc1,1,test
Fc1ccc(-c2ccc3c(c2)CC[C@H](c2ccc4c(c2)CC[C@H](c2ccc(F)cc2)C4)C3)cc1,1,test
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(N2CCN([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)CC2)CO1,1,test
CC(C)(Cc1cccc(Cl)c1Cl)CN1CCc2ccc([C@H]3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)cc2CC1,1,test
Clc1cccc(N2Cc3ccccc3C2)c1Cl,1,test
Fc1ccc(-c2ccc(C3C[NH2+]CCC3F)cc2)cc1,1,test
FC(F)(F)c1ccc(-c2ccc(-c3ccc(-c4ccc(Cl)cc4)cc3)cc2)cc1,1,test
Fc1ccc([C@@H]2C[C@@H]3CC[C@H](C2)N3[C@@H]2C[C@@]23CCN([C@@H]2C[C@@H]4CC[C@H](C2)N4c2ccc(F)cc2Br)C3)c(Br)c1,1,test
Nc1nccn2c(-c3cccc(Cl)c3Cl)nc(-c3ncnc4ccc(N5CCC(c6ccc(Cl)c(Cl)c6)CC5)cc34)c12,1,test
FC(F)(F)Oc1ccc2c(c1)CCN(c1cccc(N3CCc4ccc(C(F)(F)F)cc4CC3)c1)CC2,1,test
Cc1ccc(N2[C@H]3CC[C@@H]2C[C@@H](N2CC4CC4(N4[C@H]5CC[C@@H]4C[C@@H](c4ccc(C#N)cc4)C5)C2)C3)cc1,1,test
Cc1cc(-c2ccccc2)on1,1,test
O=S(=O)(c1ccc(-c2cccc(F)c2)cc1)N1CC[C@H]2C(c3ccccc3)CC[C@H]21,1,test
O=C1N(c2ccc(Cl)cc2)C(=O)C2(CCN(c3cc(O)ccc3-c3ccc(Cl)cc3)CC2)N1c1ccc(Cl)cc1,1,test
O=c1c2c(F)cc(-c3ccccc3F)cc2cnn1C1CCN(C23CCC(c4ccccc4F)(CC2)CO3)CC1,1,test
Fc1cccc(-c2cc(Cl)ccc2-c2ccc(-c3c(-c4cccc(F)c4)ncc4cncn34)cc2)c1,1,test
c1ccc(-c2cc3sc(-c4cc5sc(-c6nc7cnc(-c8ccccc8)cc7s6)nc5cn4)nc3cn2)cc1,1,test
Clc1cccc(-c2cncc(-c3cnc(-c4cccc(Cl)c4)c4c3[nH]c3cc(-c5cccc(Cl)c5)ccc34)c2)c1,1,test
Cc1cccc(C)c1-c1ccccc1,1,test
N#Cc1ccc(N2CCC(C3N[C@@H](N4CC[C@@H](N5CCC(C6N[C@@H](N7CCCC7)Cc7c6[nH]c6ccccc76)CC5)[C@@H](F)C4)Cc4c3[nH]c3ccccc43)CC2)cc1,1,test
N#Cc1ccc(-c2cc(Cl)cc(Cl)c2)cc1,1,test
O=C1N(c2ccc(Cl)cc2)C(=O)C2(CCN(c3cc(=O)c4ccc(F)cc4o3)CC2)N1c1ccc(Cl)cc1,1,test
Clc1cc(Cl)cc(-c2ccc([C@@H]3CN4CCC3CC4)cc2Cl)c1,1,test
C[C@@H]1CCCN1c1ccc(-c2ccc(C3C[NH2+]CCC3F)cc2)cc1,1,test
c1ccc(-c2cnc3c(c2)C[C@@]2(CN4CCC2CC4)O3)cc1,1,test
Cc1c2c(n3c1CCCN1CCCC[C@@H]1CNc1cc-3ccc1-c1ccc3[nH]c(N4[C@H]5CC[C@@H]4C[C@H](N4[C@H]6CC[C@@H]4C[C@H](c4ccc7cc4NC[C@H]4CCCCN4CCCc4c(C)c8c(n4-7)CC(C)(C)CC8=O)C6)C5)nc3c1)CC(C)(C)CC2=O,1,test
