smiles,Mutagenicity,group
CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,0,training
CCn1cc(C(=O)O)c(=O)c2cc(F)c(-c3ccncc3)c(F)c21,0,training
OCc1cc2c3ccccc3cc3ccc4cccc1c4c32,0,training
CCCCCCCCCCCCCC(=O)O[C@@H]1[C@H](C)[C@]2(O)[C@@H](C=C(CO)C[C@@]3(O)C(=O)C(C)=C[C@H]32)[C@H]2C(C)(C)[C@]21OC(C)=O,0,training
CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCCCC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,0,training
C1CC2OC2CCC2OC12,0,training
O=Cc1cccc2cccnc12,1,test
O=c1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)[nH]1,0,training
O=S(=O)(c1cc(Cl)cc(Cl)c1O)c1cc(Cl)cc(Cl)c1O,0,training
Cc1cn(CC(O)C[N-][N+]#N)c(=O)[nH]c1=O,1,valid
Cc1ccc(N)cc1C,1,training
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,0,training
CCCCN=NC(C)(C)OO,1,valid
C=C(C)[C@H]1Cc2c(cc(O)c3c(=O)c4ccccc4n(C)c23)O1,1,training
COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O,1,training
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)[C@H]1N=Nc1ccc(S(=O)(=O)O)cc1,0,training
NC(=O)C12OC1C(O)(c1ccccc1)NC2=O,0,valid
O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c(Cl)c1,1,training
CC(=O)Nc1ccc2ccc3ccc(O)c4ccc1c2c34,1,training
CCCC[C@@H](CC)COS(=O)(=O)O,0,training
c1ccoc1,0,training
c1ccc2c(c1)cc1c3c2ccc2cccc(c23)C2NC12,1,training
NC(CCC(=O)NC(CSC(=O)NCCO)C(=O)NCC(=O)O)C(=O)O,0,training
CCOC(=O)N(CCCC(=O)c1cccnc1)N=O,1,training
CC(=O)Nc1cc2c(cc1OC(C)=O)-c1ccccc1C2,0,training
O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,1,training
O=C(O)C(Br)Br,1,training
Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)cc1S(=O)(=O)O,0,training
NCCN(CCCl)c1c2ccccc2nc2c1ccc1ccccc12,1,training
O=NN1CCCNC1=O,1,training
S=C(Nc1ccccc1)Nc1ccccc1,0,training
CCCC(=O)c1cc(O)c(O)cc1O,1,training
CN(C)CCNC(=O)c1cccc2c(=O)c3ccccc3oc12,1,training
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0,training
COc1ccc(-c2nc(-c3ccc(C)cc3)c(-c3ccc(C)cc3)[nH]2)cc1OC,1,training
c1ccc2c(COCC3CO3)cccc2c1,1,training
O=C(O)CC[N+](=O)[O-],1,training
O=c1c2ccccc2sn1CC1CO1,0,training
O=CNc1ccc2c(c1)Cc1ccccc1-2,1,training
CN(C)c1ccc(C(=C2C=CC(=N)C=C2)c2ccc(N(C)C)cc2)cc1,0,training
Nc1c(O)ccc2ccccc12,0,training
CCn1c(N)nc2c3cccnc3cc(C)c21,1,training
C[n+]1c2ccccc2cc2c(N)cccc21,1,valid
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OC(=O)/C=C/c5cccc(N(CCCl)CCCl)c5)CC[C@@]43C)[C@@H]1CCC(=O)N2,1,training
CN(C)CCNC(=O)c1ccc2ccc3cccnc3c2n1,1,training
O=S(=O)(O)c1cccc2cccnc12,0,training
c1ccc2c(c1)ccc1cc3ccc4ccncc4c3cc12,1,training
NCCCCC(N)C(=O)O,1,valid
COc1ccc(C(=O)C2OC2c2ccccc2)cc1,0,training
FC(Cl)C(F)(F)C(F)(F)Cl,0,training
COc1cc2c(c3oc(=O)c4c(c13)C(O)CC4=O)C1C=COC1O2,1,training
Cc1ccc(-c2nc(-c3ccc(C)cc3C)[nH]c2-c2ccc(C)cc2)cc1,1,training
CCCCN(C)N=O,1,training
COc1cc(C)cc2c1C(=O)C=C(c1c(C)cc3c(c1OC)C(=O)C=CC3=O)C2=O,0,valid
O=Cc1ccco1,1,test
Cl/C=C/c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,valid
Oc1cc(Cl)c(Cl)c(Cl)c1,0,training
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1,training
CCCC[C@H](C=O)CC,0,training
CN(CCO)C(=O)Nc1ccccc1,0,training
CCSCCSP(=S)(OC)OC,0,valid
Cc1c2ccccc2cc2c3c(ccc12)C(=O)C(=O)C=C3,1,training
CC(C)NCC(O)COc1cccc2[nH]ccc12,0,training
OC1C=Cc2c(cc3ccc4cccc5ccc2c3c45)C1O,1,training
CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0,valid
O=C1C=Cc2cccc3cccc1c23,1,training
CCCCCCN(N=O)C(N)=O,1,training
C=C(C)C(=O)OCC,0,training
CC1C(C)(C)Nc2ccccc2C1(C)C1C(C)(C)Nc2ccccc2C1(C)C,0,training
CC(=O)Nc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,1,training
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,0,training
CC(C)Nc1ccccc1,0,training
Cc1nc2c(c3[nH]c4ccccc4c13)C(=O)C=C(N1CC1)C2=O,1,training
CC(=O)n1ccnc1,0,training
CC1(C)C[C@@H](N=C=O)C[C@](C)(CN=C=O)C1,0,training
Cn1c(N)nc2c3ccncc3ccc21,1,training
CC(C)=CCC/C(C)=C\C=O,0,training
COc1cc2c(cc1O)CCN[C@]21CSC2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,1,valid
c1ccc2c(c1)-c1cc3ccccc3cc1C1OC21,1,training
O=C1OCC(C(Br)Br)=C1Br,1,training
CC1(C(N)=O)CO1,1,training
c1ccc(Nc2ccccc2)cc1,0,training
OCc1c2ccccc2cc2c1ccc1ccccc12,1,valid
C[C@@H]1CNC(=O)N1c1ncc([N+](=O)[O-])s1,1,training
CCCC[C@@H](CC)COP(=O)(OC[C@H](CC)CCCC)OC[C@H](CC)CCCC,0,training
O=Nc1ccc(NO)cc1,1,training
O=CNc1ccc(Oc2ccc(Cl)cc2)cc1,1,training
O=C1OC(O)C(CCl)=C1Cl,1,test
Nc1[nH]ccc2nc3ccccc3c1-2,1,training
CN(CCCC(=O)c1cccnc1)N=O,1,training
CCOC(=O)C(Cl)C(C)=O,0,training
Cc1cc(=O)oc2ccc3c(c12)C1(C)OOC1(C)O3,1,training
C(=NC1CCCCC1)=NC1CCCCC1,0,training
CC1CCC2CC1C2(C)C,0,training
O=[N+]([O-])c1cccc2c1ncc1cnc3ccccc3c12,1,training
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,0,training
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,0,training
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0,training
CCc1c2ccccc2c(C)c2ccc3ccccc3c12,0,training
Cc1cnccn1,0,training
c1ccc2c([C@@H]3CO3)c3ccccc3cc2c1,1,valid
c1ccc2c(c1)ccc1cccnc12,1,training
c1ccc(Nc2ccc3ccccc3c2)cc1,0,valid
Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1,0,training
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,0,training
CCC(C)(C)OC,0,training
CC/C=C/C=O,1,training
Cc1ccc(CO)cc1,0,test
CCCCON(OC(C)=O)C(=O)c1ccc(Cl)cc1,1,training
CCCCC(CC)COC(=O)c1ccc(C(=O)O)cc1,0,valid
CO[C@@H]1C[C@](C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)O[C@@H]1O[C@@]2(C)[C@H](O)[C@@H](N(C)C)[C@H]1O,1,training
CCOc1cc(C=O)ccc1O,0,training
CN=C1C=CC(=C(c2ccc(NC)cc2)c2ccc(N(C)C)cc2)C=C1,0,training
CN(C)CCNC(=O)c1cccc2c(O)c3ccccc3nc12,1,training
O=NN1CC(=O)NC1=O,1,valid
O=C(O)CCCCC(=O)O,0,training
C=CCN=C=S,1,valid
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0,training
CN=NC(C)(C)OO,1,training
CC(=O)CC(=O)Nc1ccccc1C,0,training
CCOC(=O)C1=C(C)N=C(C)C(=C(O)OCC2COC3(CCCC3)O2)C1c1cccc(Cl)c1,0,training
Cc1ccc2c(c1)C(C)C1C(=Nc3ccc(C)cc31)N2C,1,training
CC/C=C/C=C/C=C/C=C/C=C/OCC(O)c1ccccc1,1,training
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,0,test
CC(C)c1cc(-c2ccccc2)cc(C(C)C)c1N,0,training
O=S1(=O)c2cccc3ccc4c5ccccc5cc1c4c23,1,training
CC1(C)CC2=C(C=O)C3(C=O)CC3(C)C(O)C2(O)C1,1,test
Cc1cc(-c2cc3c(cc2F)n2c(=O)n(O)c(=O)cc2n3C2CC2)cc(C)n1,1,training
CN1CCN(c2ccc3[nH]c(CCCCCCc4ccc5[nH]c(-c6ccc(N(CCCl)CCCl)cc6)nc5c4)nc3c2)CC1,0,training
Cn1c(N)nc2nc3cccnc3cc21,0,training
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0,training
OC1CC=Cc2c1cc1ccc3cccc4ccc2c1c34,1,training
CN(Cc1ccccc1)C(=O)CBr,0,training
Oc1ccc2ncccc2c1,0,training
S=C=S,0,valid
O=CN(O)c1ccc(-c2ccccc2)cc1,1,test
OCC1=CCN2CC[C@@H](O)[C@@H]12,0,training
CCOC(=O)c1[nH]c2ccccc2c1/N=C/c1ccc([N+](=O)[O-])cc1,1,training
CC(=O)OC1COC(Nc2ccc(C(=O)O)cc2)C(OC(C)=O)C1OC(C)=O,0,training
CCN(N=O)C(N)=O,1,training
O=[N+]([O-])c1cc2[nH]c3cc([N+](=O)[O-])c4ccccc4c3c2c2ccccc12,1,training
c1ccc2c(c1)-c1cc3c(cc1C1OC21)-c1ccccc1C1OC31,1,training
OCC1OC(n2cnc3c2ncn2ccnc32)CC1O,0,training
O=S(=O)(Nc1cccc(Cl)c1)c1cccc2cccnc12,0,training
CCOc1ccc(NC(C)=O)cc1N,1,training
CN(C)Cc1ccccc1,0,training
CCCCCCCCCC/C=C/[C@H]1CC(=O)OC1=O,0,training
O=C1NCNC(=O)N1,1,training
CNc1ccc2nc(C)c(C)nc2c1C,1,training
COC(=O)c1oc(NO)c(-c2ccccc2)c1-c1ccccc1,0,training
OC1c2cccc3ccc4c5ccccc5cc1c4c23,1,training
COC(=O)c1oc(N)c(Cl)c1Cl,0,training
C1=C2CCCC(=CC3OC13)O2,0,training
CC[N+]([O-])=NC,0,training
O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,0,training
CCCNc1c([N+](=O)[O-])ccc(Cl)c1C(=O)O,0,training
c1ccc2c(c1)c1ccccc1c1ccccc21,1,test
ClCCOCCCl,1,training
O=CNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1,1,training
Cc1ccc2c(C)c3ccc4ccccc4c3nc2c1,1,valid
O=[N+]([O-])c1cccc2csnc12,1,training
CC(Cl)CO,1,training
CC/C=C/C=C/C=C/C=C/C=C/OC,1,training
CCCCCN1C2c3ccccc3-c3ccccc3C21,1,training
CCCCN(CCC(C)=O)N=O,1,training
Cc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1,training
COC1=CC(=O)c2[nH]c(C)c3c4ccccc4nc-3c2C1=O,1,training
O=[N+]([O-])c1cc2ccc3ccc4cccc5cc1c2c3c45,1,training
O=S(=O)(NO)c1cccc2cccnc12,0,training
Nc1ccc2c(c1N)C(=O)c1ccccc1C2=O,1,training
C[C@@H]1CCCCN1N=O,1,training
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,1,test
OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O,0,training
CC(O)C(C)[N+](=O)[O-],0,valid
C=C(C)OC(C)=O,0,training
NCCNC(=O)c1ccc(Cl)cn1,0,training
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@H]12,0,training
C1=Cc2c3c1cccc3cc1ccc3ccccc3c21,1,training
CC(=O)Nc1cccc2c1-c1ccccc1C2,1,training
Cc1c(C)c(Br)c(Br)c(Br)c1Br,0,training
CC(=O)Nc1ccc(Oc2ccc(NO)cc2)cc1,1,training
O=CN(O)c1ccccc1,0,training
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,1,training
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,0,valid
CC(C)NCC(O)COc1cccc2c1OCC(O)C2,0,training
Nc1ccn([C@@H]2CC[C@H](CO)O2)c(=O)n1,1,training
Clc1cccc(-c2nc3ccccc3o2)c1,0,training
Nc1cccc(O)c1,1,training
CCOS(=O)(=O)c1ccccc1,1,training
COc1ccc([N+](=O)[O-])cc1N=Nc1c(O)c(C(=O)Nc2cccc([N+](=O)[O-])c2)cc2ccccc12,1,training
Fc1cc2cccnc2c2ccccc12,1,training
N/N=C1\N=NC=C2C=CC=C[C@@H]21,1,valid
CCC(C)C,0,training
[N-]=[N+]=NCCC(N)C(=O)O,1,training
NNc1nncc2cnccc12,1,training
Nc1cccc2c1C(=O)c1ccccc1C2=O,1,valid
O=C(/N=c1\sn(C(=O)c2ccccc2[N+](=O)[O-])c2ccc([N+](=O)[O-])cc12)c1ccccc1[N+](=O)[O-],1,training
Cc1cc(C)c2nc3c(ccc4ccccc43)c(C)c2c1,1,training
CCCC[C@@H](CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,0,training
COc1ccc(N=Nc2ccc(N(C)C)cc2)cn1,1,training
O=c1oc2cccc3ccc4cccc1c4c32,0,training
NC1=N[C@H](C(=O)O)CS1,0,valid
Nc1nc2c(s1)CCc1ncccc1-2,1,training
Cc1cccc(O)c1N,0,training
Nc1ccc2ccc3cc4ccccc4c4ccc1c2c34,1,training
O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c3cnc([N+](=O)[O-])cc3c2c1,1,test
OCCOCCOCCO,1,training
CCCCCCCCOP(=O)(OCCCCCCCC)OCCCCCCCC,0,training
CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,0,training
CCCCCCCCCCCC(=O)NCCO,0,training
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,0,training
Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45,1,training
CNc1ccc(N=Nc2ccccc2)cc1,1,training
CN(C)C(=O)Nc1ccc(Cl)cc1,0,training
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],0,training
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,0,training
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,0,training
C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1,0,training
O=C1C(Cl)=C(Cl)C(=O)C1(Cl)Cl,0,test
CN(C)c1ccc(/C=C/c2ccccc2)cc1,1,valid
Cn1nc(C2CC2)cc1N,1,training
Cc1cc(Cl)ccc1O[C@H](C)C(=O)O,0,test
CCN(CCCCO)N=O,1,training
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0,training
O=[N+]([O-])c1ccc2c3c4c(cccc4c4ccccc4c13)[C@@H]1O[C@H]21,1,training
C=C(C#N)C(=O)OCC,0,training
O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1,1,training
CC(C)N=C=NC(C)C,0,training
Nc1ccc(/C=C/c2ccc(Cl)cc2)cc1,1,training
c1ccc(Nc2cccc3ccccc23)cc1,0,training
N#[N+]c1nc[nH]c1C(N)=O,1,training
c1ccc2c(OCC3CO3)cccc2c1,1,training
Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O,0,training
O=C1NC2(CCCCC2)C(=O)N1CCN1CC1,1,training
OC1c2ccc3ncccc3c2C2OC2C1O,0,training
OC[C@H](O)CCl,1,training
CC(=O)OCC1=CO[C@@H](OC(=O)CC(C)C)[C@H]2C1=C[C@H](OC(=O)CC(C)C)[C@]21CO1,1,training
Cn1c(N)nc2ccccc21,1,training
O=C1OC2C(O)COC2(O)C1(O)Cc1c[nH]c2ccccc12,0,training
C1=Cc2cc3ccccc3c3cccc1c23,1,training
O=Cc1ccc2c(c1)OCO2,0,training
COc1ccc2c(c1)C(=O)c1nccc3cc4c(c-2c13)OCO4,1,training
CC(=O)Nc1cc(N(C)C)ccc1N=Nc1cccnc1,0,training
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0,valid
O=C(O)CCCCCCCBr,1,valid
Nc1ccc(-c2ccc(N)c(F)c2)cc1F,1,valid
Nc1ccccc1C(=O)OCCc1ccccc1,0,training
Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,1,test
Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,1,training
OCc1c2ccccc2c2ccc3cccc4ccc1c2c43,1,training
Cc1cc2ccccc2c2cc3c(cc12)C(O)C(O)C=C3,1,training
Nc1cc2nc3ccc(Cl)cc3nc2cc1N,1,training
Clc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1Cl,0,training
Nc1cccc2c(Cl)nsc12,1,training
c1ccc2cc(OCC3CO3)ccc2c1,1,training
CN(C)CCN(C)N=O,1,training
Cc1ccc2c(c1)Cc1cc(C)ccc1-2,0,test
COC(=O)c1ccccc1,0,training
CN(Cc1cccc(C(F)(F)F)c1)N=O,1,training
O=Cc1cccc(Cl)c1Cl,0,valid
CCOc1ccc(NC(N)=O)cc1,0,training
O=CN(O)c1ccc(Cl)c(Cl)c1,0,test
Cc1ccc(Nc2ccc(N)c3c2C(=O)c2ccccc2C3=O)c(S(=O)(=O)O)c1,1,training
CC1=CC(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C12C,0,test
N#[N+][N-]CC(O)Cn1cnc2c(Cl)ncnc21,1,training
O=c1c2ccccc2c2ccc3c(=O)c4ccccc4c4ccc1c2c34,0,training
Cc1c2ccc(CO)cc2nc2c1ccc1ccccc12,1,training
CCC1OC1c1ccccc1,0,valid
CC(C)Oc1ccc(Nc2ccccc2)cc1,0,training
O=[N+]([O-])c1ccc(/C=N/n2cccn2)o1,1,training
O=C1CC[C@@H]2c3c(ccc(O)c31)-c1ccc(O)c3c1[C@@]2(O)[C@H](O)CC3=O,1,training
O=C(CNC(=O)c1ccccc1)NO,1,training
FC(F)=C(F)Cl,0,valid
CN1[C@@H](CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0,training
O=[N+]([O-])c1cc2c3c(ccc2c2ccccc12)[C@@H](O)[C@H](O)C=C3,1,training
C1CN(SSN2CCOCC2)CCO1,0,training
CC(C)C(=O)N(O)c1ccc(Cl)cc1,1,valid
O=C1c2ccccc2-c2c1c1ccccc1c(=O)n2CCNCCO,0,training
CCOC(=O)CNC(=O)C=[N+]=[N-],1,training
Nc1ccc2c(ccc3ccccc32)c1,1,training
C1C[C@@H]2O[C@@H]2[C@H]1O[C@H]1CC[C@@H]2O[C@H]12,0,training
Nc1ccc(Oc2ccccc2)cc1,1,training
NCCCN1CCN(CCCN)CC1,0,training
CCOC(=O)N(C)C,1,training
Cc1cccs1,0,training
Nc1ccc(Cl)c(C(F)(F)F)c1,0,valid
C=CC,1,training
Cc1ccc(NC(=O)CBr)cc1,0,training
CC(C)NC(=O)/C=C\c1ccc([N+](=O)[O-])o1,1,training
COc1ccc(CNC(=O)C(C)Br)cc1OC,1,training
Oc1cccc2c1ccc1c3c4c(cccc4cc12)C=C3,1,training
[N-]=[N+]=NC[C@@H](N)C(=O)O,1,valid
CC(C)=C/C(C)=N/Nc1nncc2ccccc12,1,valid
CC(=O)NC(CSCCCl)C(=O)O,1,training
CCCCCCCCCCCCCCCCCC(=O)O,0,training
O=[N+]([O-])c1ccc(SSc2ccc([N+](=O)[O-])cc2)cc1,1,training
CCc1ccco1,0,training
ClC(Cl)=C(Cl)/C(Cl)=C(\Cl)SCc1ccccc1,1,training
CC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)O,0,training
c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,1,training
N#CC(C#N)=Cc1ccccc1Cl,1,training
O=C(c1ccccc1)C1OC1c1ccc(Br)cc1,0,training
O=C1CCOP(=O)(N(CCCl)CCCl)N1,1,training
BrCC(Br)c1ccccc1,1,training
C1CCC2OCCOCCOC3CCCCC3OCCOCCOCCOC2C1,0,training
Cc1c(C)c(N)c(C)c(C)c1N,0,training
c1c[nH]cn1,0,training
Cc1ccccc1NS(=O)(=O)c1cccc2cccnc12,0,training
OCc1c2ccccc2c(CO)c2c1ccc1ccccc12,1,training
Cc1ccc2cc3c4c(ccc3c3c2c1CC3)C=C[C@@H](O)[C@H]4O,1,training
CC(=O)Nc1cccc2cc(F)cnc12,1,training
Nc1ccc(/C=C/c2cccc(N)c2)cc1,1,training
CC(C)OC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
O=C1C=C(O)c2ccccc2C1=O,1,training
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,1,training
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](OC(=O)Cc5ccc(N(CCCl)CCCl)cc5)CC[C@@]43C)[C@@H]1CCC(=O)N2,1,training
On1nnc2ccccc21,0,training
CCc1c(Br)c(Br)c(Br)c(Br)c1Br,0,training
O=C1C=CC(=O)C=C1,0,training
Oc1cccc2ccccc12,0,valid
CC(C)CC(=O)OCc1cocc2c(C=O)ccc1-2,1,training
O[C@H]1c2cccc3c2[C@@]2(O[C@@H]2[C@@H]1O)c1ccc2ccccc2c1-3,1,training
CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,0,training
Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,0,training
ClCC(CCl)(CCl)CCl,0,training
C=Cc1ccncc1,0,training
CCCCCCCCC(Cl)CCC(Cl)CC(Cl)C(Cl)C(Cl)CC(=O)OC,0,training
CC(C)NCC(O)c1ccc2ccccc2c1,0,training
NC1CCC(N)CC1,0,training
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0,training
NC(CS)C(=O)NCC(=O)O,1,training
CNC(=O)ONC(C)=O,1,training
Cc1ccc([N+](=O)[O-])c(N)c1,0,training
Cc1ccc2cc3c(c4c2c1CC4)C1NC1c1ccccc1-3,1,training
Fc1ccnc2ccccc12,1,training
CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12,1,training
Cc1cccc(C)c1O,0,training
COCOC,0,training
N#[N+][N-]c1ccc2c(Nc3ccc(NS(=O)(=O)CCCN)cc3)c3ccc([N-][N+]#N)cc3nc2c1,1,training
CCOC(=O)CNC(=O)C(C)(C)Br,0,test
Oc1ccc(O)nn1,0,training
Cc1ccccc1C#N,0,training
C=CCc1ccc(OC)cc1,0,valid
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,1,training
CCOC(=O)NNc1nncc2ccccc12,1,training
CCCCNC(=O)/C=C/c1ccc([N+](=O)[O-])o1,1,training
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,0,valid
COP(=S)(OC)Oc1ccc(N=O)c(C)c1,1,training
CN1C=CN(COCCC(C)(C)[N+](=O)[O-])C1/C=N/O,0,test
O=C(c1ccccc1)C1OC1c1ccc(Oc2ccccc2)cc1,0,valid
CN(C)N=Nc1ccc(Cl)cc1,1,training
CCCCCCCCCCCCCCCCCCCC,0,training
O=C(O)c1ccccc1Cl,0,test
CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,0,test
CCCC/C=C/C=C/C=C/C=C/C=C/OC,1,training
CCCCOS(C)(=O)=O,1,training
Nc1ccccc1,0,training
O=C1c2ccc(O)cc2-c2ccc(O)c3cccc1c23,1,training
N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,0,training
CCOC(N)=O,1,training
c1ccc(CN2CCN=N2)cc1,1,training
CN1C=CN(CCS(C)(=O)=O)C1/C=N/O,0,valid
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,1,valid
N#CC(Br)Br,1,training
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,1,training
O=NN1CCCCCC1,1,training
FC(F)(F)c1ccc(Cl)cc1,0,training
CC(=O)C=O,1,training
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)cc1,0,training
CCCCCCCCCCCCc1ccccc1,0,training
CCc1cccc(CC)c1N(COC)C(=O)CO,0,valid
C=C(C)C1CCC(=C)C2C3=C(CC(C)C3=O)C(=O)C(C)=CC12,0,test
O=c1cc(CO)occ1O,1,valid
O=C(c1ccccc1)[C@H]1O[C@@H]1c1ccccc1,1,training
ONc1ccc(Cl)cc1,0,training
C[C@@H]1CCCC[C@H]1NC(=O)Nc1ccccc1,0,valid
Clc1cccc2c1oc1ccccc12,0,training
O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1,1,training
CC(=O)Nc1ccc2c(c1)Cc1cc(O)ccc1-2,1,valid
COC1COC(COCC2COC(OC)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O,0,training
O=Nn1cc(CC(O)C(=O)O)c2ccccc21,1,training
COC(=O)Nc1nc2ccccc2[nH]1,1,training
ClCc1cccc2c1-c1cccc3cccc-2c13,1,training
CCCN(CCC)N=O,1,training
Nc1ccc([NH+]([O-])O)cc1,1,training
C=CC1CC=CCC1,0,training
C=Cc1ccccc1,1,training
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,1,training
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,0,test
c1cc(OCC2CO2)cc(OCC2CO2)c1,1,training
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0,training
OC(CBr)C(O)C(O)C(O)CBr,1,valid
C1CC2OC2CC1C1CO1,1,training
ClCC1CO1,1,valid
CCC[NH+]([O-])O,0,training
CC(CCl)OC(C)CCl,1,test
[N-2][NH+]=CC(=O)OCC(N)C(=O)O,1,training
O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0,training
