smiles,ESOL_top20_6_brics_mol,group
CS(=O)(=O)OC1(C(O)C2(OS(C)(=O)=O)C(=O)NC(=S)NC2=O)C(=O)NC(=S)NC1=O,1,test
O=C1NC(=O)C(c2ccccc2)(C(O)C2(c3ccccc3)C(=O)NC(=O)NC2=O)C(=O)N1,1,test
CNC1C(=O)N(CC(O)C(O)C(O)CO)N(C2(CC(O)C(O)C(O)CO)C(=O)NC(=O)NC2=O)C1=O,1,test
O=COC1(CC(O)(c2ccccc2)c2ccccc2)C(=O)NC(=O)NC1=O,1,test
COP(=O)(OC)OC1C(=O)N(c2c(O)c3ccccc3oc2=O)N(C2(C(=O)CO)C(=O)NC(=O)NC2=O)C1=O,1,test
CC(O)C1(C(O)(Cc2ccc(O)cc2O)c2ccc(O)cc2O)C(=O)NC(=S)NC1=O,1,test
CNC1C(=O)N(c2ccccc2)N(C(O)CO)C1=O,1,test
CC(=O)C1(Oc2ccc(O)cc2O)C(=O)NC(=S)NC1=O,1,test
CC(=O)C1(OP(=O)(OC2CC(O)CC(=O)O2)OC2CC(O)CC(=O)O2)C(=O)NC(=O)NC1=O,1,test
Cn1cc(-c2ccccc2)c(=O)c(-c2cn(C)cc(C3(c4ccccc4)C(=O)NC(=O)NC3=O)c2=O)c1,1,test
Cn1cc(C2(C(=O)CO)C(=O)NC(=O)NC2=O)c(=O)c(C2(c3c(O)c4ccccc4oc3=O)C(=O)NC(=O)NC2=O)c1,1,test
COP(=O)(OC)Oc1cn(C)cc(C2(C(C)=O)C(=O)NC(=S)NC2=O)c1=O,1,test
Cc1cc(=O)n(C(CC(O)n2oc(=O)n(C)c2=O)C2(n3oc(=O)n(C)c3=O)C(=O)NC(=O)NC2=O)n1C,1,test
CC(O)C1(CO)C(=O)NC(=S)NC1=O,1,test
COc1cn(C)cc(C(O)C2(OC=O)C(=O)NC(=S)NC2=O)c1=O,1,test
COP(=O)(OC)SC1(OC2(C(C)=O)C(=O)NC(=S)NC2=O)C(=O)NC(=S)NC1=O,1,test
COP(=O)(OC)OC1(C2CC(O)CC(=O)O2)C(=O)NC(=S)NC1=O,1,test
CC(O)c1cn(C)cc(-c2cn(C)cc(C3CC(O)C(O)C(C)O3)c2=O)c1=O,1,test
O=C1NC(=O)C(CC(O)C(O)C(O)CO)(c2ccccc2)C(=O)N1,1,test
Cc1c(N)c(=O)n(C2(C(O)C3(n4c(=O)c(N)c(C)n4C)C(=O)NC(=S)NC3=O)C(=O)NC(=O)NC2=O)n1C,1,test
COP(=O)(OC)OC1(C(C)O)C(=O)NC(=O)NC1=O,1,test
O=C(CO)C1(Oc2c(O)c3ccccc3oc2=O)C(=O)NC(=S)NC1=O,1,test
O=COC(CO)C(O)C1(OC=O)C(=O)NC(=O)NC1=O,1,test
NC(=O)OC=O,1,test
CC(=O)c1cn(C)cc(-c2cn(C)cc(OS(C)(=O)=O)c2=O)c1=O,1,test
NC(=O)N1C(=O)C(C(=O)CO)C(=O)N1C1(CC(O)C(O)C(O)CO)C(=O)NC(=S)NC1=O,1,test
CC(=O)C1(C(O)C2(c3ccccc3)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
CNC1(OP(=O)(Oc2ccccc2)Oc2ccccc2)C(=O)NC(=O)NC1=O,1,test
Cc1c(N)c(=O)n(C(CC(O)C2CC(O)CC(=O)O2)n2c(=O)c(N)c(C)n2C)n1C,1,test
COP(=O)(OC)OC1(C(=O)CN(C)C)C(=O)NC(=S)NC1=O,1,test
Cc1cc(=O)n(-c2cn(C)cc(-c3cn(C)cc(-c4cn(C)cc(OC=O)c4=O)c3=O)c2=O)n1C,1,test
CC(=O)c1cn(C)cc(OS(C)(=O)=O)c1=O,1,test
COP(=O)(OC)SC1(N(C)C)C(=O)NC(=O)NC1=O,1,test
Cn1c(=O)on(C2(C3CC(O)CC(=O)O3)C(=O)NC(=O)NC2=O)c1=O,1,test
CC(O)C1(C(CC(O)c2ccccc2)c2ccccc2)C(=O)NC(=O)NC1=O,1,test
CC(O)N1C(=O)C(c2ccc(O)cc2O)C(=O)N1c1ccc(O)cc1O,1,test
COc1cn(C)cc(C(O)CO)c1=O,1,test
O=c1oc2ccccc2c(O)c1-c1ccccc1,1,test
O=C(COc1ccccc1)c1ccccc1,1,test
CC(=O)c1cn(C)cc(-c2cn(C)cc(C3CC(O)C(O)C(C)O3)c2=O)c1=O,1,test
Cc1cc(=O)n(CO)n1C,1,test
CNC1(N2C(=O)C(c3c(O)c4ccccc4oc3=O)C(=O)N2c2c(O)c3ccccc3oc2=O)C(=O)NC(=O)NC1=O,1,test
CC1OC(SP(=O)(Sc2c(O)c3ccccc3oc2=O)SC2(OC=O)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
CC1OC(OP(=O)(Oc2c(O)c3ccccc3oc2=O)Oc2c(O)c3ccccc3oc2=O)CC(O)C1O,1,test
CS(=O)(=O)OC1(OC(N)=O)C(=O)NC(=S)NC1=O,1,test
CC(O)C1(OC(CO)C(O)C2CC(O)CC(=O)O2)C(=O)NC(=O)NC1=O,1,test
CNC1(OP(=O)(OC)OC)C(=O)NC(=O)NC1=O,1,test
CNC1(C(C)=O)C(=O)NC(=O)NC1=O,1,test
Cn1cc(OS(C)(=O)=O)c(=O)c(C2(c3cn(C)cc(OS(C)(=O)=O)c3=O)C(=O)NC(=S)NC2=O)c1,1,test
Cc1cc(=O)n(C(O)C(CO)OP(=O)(Oc2ccc(O)cc2O)Oc2ccc(O)cc2O)n1C,1,test
NC(=O)OC1(OC(N)=O)C(=O)NC(=S)NC1=O,1,test
CN(C)c1cn(C)cc(N(C)C)c1=O,1,test
Cn1c(=O)on(C2(OC=O)C(=O)NC(=O)NC2=O)c1=O,1,test
CC1OC(C2(C(C)O)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
O=COC1(n2cncn2)C(=O)NC(=O)NC1=O,1,test
COP(=O)(OC)OC(=O)C(O)(n1cncn1)C1(C(=O)CO)C(=O)NC(=O)NC1=O,1,test
CC(=O)C1(OC2(C(C)=O)C(=O)NC(=S)NC2=O)C(=O)NC(=S)NC1=O,1,test
CC1OC(C2(C(=O)CO)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
COc1cn(C)cc(OC)c1=O,1,test
O=COC1C(=O)N(c2c(O)c3ccccc3oc2=O)N(C2(c3c(O)c4ccccc4oc3=O)C(=O)NC(=S)NC2=O)C1=O,1,test
O=C1NC(=O)C(SP(=O)(Sc2ccccc2)Sc2ccccc2)(c2ccccc2)C(=O)N1,1,test
O=C1NC(=O)C(c2ccc(O)cc2O)(C(O)(c2ccc(O)cc2O)c2ccc(O)cc2O)C(=O)N1,1,test
CC1OC(C2(OP(=O)(OCCO)OC(N)=O)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
O=C1NC(=O)C(Oc2ccc(O)cc2O)(c2ccc(O)cc2O)C(=O)N1,1,test
CC(O)C1(c2ccc(O)cc2O)C(=O)NC(=S)NC1=O,1,test
COP(=O)(OC)Oc1cn(C)cc(Oc2cn(C)cc(OP(=O)(OC)OC)c2=O)c1=O,1,test
Cn1cc(CO)c(=O)c(-c2cn(C)cc(CO)c2=O)c1,1,test
CNCCO,1,test
CC1OC(C(O)(C2CC(O)CC(=O)O2)C2CC(O)C(O)C(C)O2)CC(O)C1O,1,test
O=C1NC(=O)C(CC(O)(c2ccccc2)c2ccccc2)(c2ccccc2)C(=O)N1,1,test
COP(=O)(OC)Sc1cn(C)cc(-c2cn(C)cc(OC=O)c2=O)c1=O,1,test
CC(=O)C1(OC2CC(O)C(O)C(C)O2)C(=O)NC(=O)NC1=O,1,test
CS(=O)(=O)OC1(C(O)C2(OS(C)(=O)=O)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
Cn1cc(CO)c(=O)c(-c2cn(C)cc(-c3cn(C)cc(C(=O)CO)c3=O)c2=O)c1,1,test
O=C1CC(O)CC(C2(OCCO)C(=O)NC(=S)NC2=O)O1,1,test
COP(=O)(OC)Oc1cn(C)cc(C2(n3oc(=O)n(C)c3=O)C(=O)NC(=O)NC2=O)c1=O,1,test
COC1C(=O)N(C(N)=O)N(c2ccccc2)C1=O,1,test
Cc1cc(=O)n(-c2cn(C)cc(-c3cn(C)cc(-c4cn(C)cc(-n5c(=O)cc(C)n5C)c4=O)c3=O)c2=O)n1C,1,test
COC1(C(O)(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)C(=O)NC(=O)NC1=O,1,test
COC(=O)C(O)(n1c(=O)c(N)c(C)n1C)C1(n2c(=O)c(N)c(C)n2C)C(=O)NC(=O)NC1=O,1,test
COP(=O)(OC)SC1(OC2(CC(O)C(O)C(O)CO)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
NC(=O)OC1C(=O)N(C(N)=O)N(c2ccc(O)cc2O)C1=O,1,test
O=C1C(CC(O)C(O)C(O)CO)C(=O)N(CC(O)C(O)C(O)CO)N1CC(O)C(O)C(O)CO,1,test
Cn1cc(OC=O)c(=O)c(-c2cn(C)cc(OC=O)c2=O)c1,1,test
NC(=O)c1c(O)c2ccccc2oc1=O,1,test
COP(=O)(OC)Sc1cn(C)cc(-c2cn(C)cc(C(=O)CO)c2=O)c1=O,1,test
CC(=O)C1(c2cn(C)cc(-c3cn(C)cc(OC=O)c3=O)c2=O)C(=O)NC(=O)NC1=O,1,test
NC(=O)C1(OC2(C3CC(O)CC(=O)O3)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
CNC1(OC2(c3c(O)c4ccccc4oc3=O)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
O=c1oc2ccccc2c(O)c1-c1c(O)c2ccccc2oc1=O,1,test
CNC1(C2CC(O)CC(=O)O2)C(=O)NC(=O)NC1=O,1,test
CN(C)C(CO)C(O)c1cn(C)cc(-c2cn(C)cc(OC=O)c2=O)c1=O,1,test
NC(=O)C1(n2cncn2)C(=O)NC(=O)NC1=O,1,test
COP(=O)(OC)OC(=O)C(O)(c1ccccc1)c1ccccc1,1,test
CNc1cn(C)cc(OC2(n3oc(=O)n(C)c3=O)C(=O)NC(=O)NC2=O)c1=O,1,test
CC1OC(C2(c3ccccc3)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
Cc1c(N)c(=O)n(C2CC(O)C(O)C(C)O2)n1C,1,test
O=C1C(c2ccc(O)cc2O)C(=O)N(C(O)CO)N1C(O)CO,1,test
O=C(CO)C1C(=O)N(c2ccccc2)N(C2(C(=O)CO)C(=O)NC(=S)NC2=O)C1=O,1,test
O=C1NC(=O)C(c2c(O)c3ccccc3oc2=O)(C(O)C2(c3c(O)c4ccccc4oc3=O)C(=O)NC(=O)NC2=O)C(=O)N1,1,test
Cc1cc(=O)n(-c2cn(C)cc(-c3cn(C)cc(-n4cncn4)c3=O)c2=O)n1C,1,test
Cn1c(=O)on(C2(C(O)C(CO)OS(C)(=O)=O)C(=O)NC(=O)NC2=O)c1=O,1,test
COCC(=O)C1(Oc2c(O)c3ccccc3oc2=O)C(=O)NC(=O)NC1=O,1,test
COP(=O)(OC)OC1(C(CC(O)c2ccccc2)c2ccccc2)C(=O)NC(=O)NC1=O,1,test
CS(=O)(=O)Oc1ccccc1,1,test
Cn1c(=O)on(C2(CO)C(=O)NC(=O)NC2=O)c1=O,1,test
O=C1NC(=O)C(CC(O)C(O)C(O)CO)(OC2(CC(O)C(O)C(O)CO)C(=O)NC(=S)NC2=O)C(=O)N1,1,test
NC(=O)C1(C(O)CO)C(=O)NC(=O)NC1=O,1,test
CNc1cn(C)cc(OC2(C(C)O)C(=O)NC(=O)NC2=O)c1=O,1,test
CS(=O)(=O)OC1(OC2(C(=O)CO)C(=O)NC(=S)NC2=O)C(=O)NC(=S)NC1=O,1,test
CN(C)C(CO)C(O)C1(c2cn(C)cc(C(=O)CO)c2=O)C(=O)NC(=O)NC1=O,1,test
Cc1cc(=O)n(C2(N3C(=O)C(C(C)O)C(=O)N3C(C)O)C(=O)NC(=O)NC2=O)n1C,1,test
Cc1cc(=O)n(C2(OC3(n4c(=O)cc(C)n4C)C(=O)NC(=S)NC3=O)C(=O)NC(=S)NC2=O)n1C,1,test
COP(=O)(OC)SC1(OC2(C3CC(O)CC(=O)O3)C(=O)NC(=S)NC2=O)C(=O)NC(=S)NC1=O,1,test
O=C1NC(=S)NC(=O)C1(CC(O)C(O)C(O)CO)CC(O)C(O)C(O)CO,1,test
COP(=O)(OC)SC(CO)C(O)n1c(=O)c(N)c(C)n1C,1,test
Cn1cc(OP(=O)(OCCO)OCCO)c(=O)c(C(=O)CO)c1,1,test
CNc1ccc(O)cc1O,1,test
COP(=O)(OC)Oc1cn(C)cc(OC2(C(C)=O)C(=O)NC(=O)NC2=O)c1=O,1,test
COc1cn(C)cc(-c2cn(C)cc(-c3cn(C)cc(CO)c3=O)c2=O)c1=O,1,test
CN(C)C(CO)C(O)n1cncn1,1,test
CC1OC(c2cn(C)cc(N3C(=O)C(C4CC(O)C(O)C(C)O4)C(=O)N3C(N)=O)c2=O)CC(O)C1O,1,test
Cn1cc(OC2CC(O)CC(=O)O2)c(=O)c(C2CC(O)CC(=O)O2)c1,1,test
O=C1CC(O)CC(N2C(=O)C(c3ccccc3)C(=O)N2c2ccccc2)O1,1,test
OCC(Oc1ccccc1)C(O)c1ccccc1,1,test
Cn1c(=O)on(C(O)C2(CO)C(=O)NC(=O)NC2=O)c1=O,1,test
Cn1cc(CO)c(=O)c(-c2cn(C)cc(OC=O)c2=O)c1,1,test
O=C1NC(=O)C(c2ccc(O)cc2O)(C2CC(O)CC(=O)O2)C(=O)N1,1,test
CNC1(OP(=O)(OC)OC)C(=O)NC(=S)NC1=O,1,test
Cn1c(=O)on(C(O)C(CO)OC2(OS(C)(=O)=O)C(=O)NC(=O)NC2=O)c1=O,1,test
CC(=O)C1(CO)C(=O)NC(=S)NC1=O,1,test
CNc1cn(C)cc(C2(c3c(O)c4ccccc4oc3=O)C(=O)NC(=O)NC2=O)c1=O,1,test
COP(=O)(OC)SC1(OC2(CO)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
CC(=O)C1(C(O)C2(C3CC(O)CC(=O)O3)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
CS(=O)(=O)OCC(O)COC1(OS(C)(=O)=O)C(=O)NC(=O)NC1=O,1,test
CC(=O)c1cn(C)cc(C2C(=O)N(C3CC(O)C(O)C(C)O3)N(C3CC(O)C(O)C(C)O3)C2=O)c1=O,1,test
CC(=O)C1(C(O)C2(C(N)=O)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
O=COC1(Oc2ccccc2)C(=O)NC(=S)NC1=O,1,test
COC1(OC2CC(O)CC(=O)O2)C(=O)NC(=O)NC1=O,1,test
O=COC1(CC(O)C(O)C(O)CO)C(=O)NC(=S)NC1=O,1,test
NC(=O)OC1CC(O)CC(=O)O1,1,test
NC(=O)OC1(Oc2ccc(O)cc2O)C(=O)NC(=O)NC1=O,1,test
Cn1cc(-c2ccc(O)cc2O)c(=O)c(C(O)c2ccccc2)c1,1,test
COc1cn(C)cc(C(O)(Cc2ccccc2)c2ccccc2)c1=O,1,test
Cn1cc(OC=O)c(=O)c(-c2cn(C)cc(OCC(O)CO)c2=O)c1,1,test
COC(=O)C(O)(c1ccccc1)C1(C2CC(O)C(O)C(C)O2)C(=O)NC(=S)NC1=O,1,test
CC(=O)c1cn(C)cc(N2C(=O)C(C3CC(O)C(O)C(C)O3)C(=O)N2C2CC(O)C(O)C(C)O2)c1=O,1,test
CN(C)c1cn(C)cc(C(O)(Cc2ccccc2)c2ccccc2)c1=O,1,test
CC(=O)C1(N2C(=O)C(CO)C(=O)N2CO)C(=O)NC(=S)NC1=O,1,test
CC(=O)c1cn(C)cc(C2(c3cn(C)cc(C(C)=O)c3=O)C(=O)NC(=S)NC2=O)c1=O,1,test
CN(C)C1(N2C(=O)C(C3CC(O)CC(=O)O3)C(=O)N2C2CC(O)CC(=O)O2)C(=O)NC(=S)NC1=O,1,test
CC1OC(c2cn(C)cc(Oc3cn(C)cc(C(=O)CO)c3=O)c2=O)CC(O)C1O,1,test
COC1C(=O)N(c2ccc(O)cc2O)N(c2cn(C)cc(-c3ccc(O)cc3O)c2=O)C1=O,1,test
Cc1cc(=O)n(CC(O)(C2CC(O)C(O)C(C)O2)C2CC(O)C(O)C(C)O2)n1C,1,test
CC(=O)C1C(=O)N(c2cn(C)cc(C3CC(O)C(O)C(C)O3)c2=O)N(C2CC(O)C(O)C(C)O2)C1=O,1,test
CC(O)C1C(=O)N(C(C)O)N(C2(OC=O)C(=O)NC(=O)NC2=O)C1=O,1,test
COc1c(O)c2ccccc2oc1=O,1,test
NC(=O)OC1(OC2CC(O)CC(=O)O2)C(=O)NC(=O)NC1=O,1,test
CC1OC(C(O)C(CO)OC2(C(O)CO)C(=O)NC(=S)NC2=O)CC(O)C1O,1,test
CC1OC(Oc2cn(C)cc(-c3cn(C)cc(C(=O)CO)c3=O)c2=O)CC(O)C1O,1,test
CC(=O)c1cn(C)cc(C2(C(C)=O)C(=O)NC(=S)NC2=O)c1=O,1,test
COP(=O)(OC)OC(CO)C(O)C1C(=O)N(C2CC(O)C(O)C(C)O2)N(C2CC(O)C(O)C(C)O2)C1=O,1,test
O=C1NC(=O)C(Oc2c(O)c3ccccc3oc2=O)(c2c(O)c3ccccc3oc2=O)C(=O)N1,1,test
CC1OC(OC2(OC=O)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
COP(=O)(OC)SC1(C(=O)CO)C(=O)NC(=S)NC1=O,1,test
CC1OC(N2C(=O)C(c3ccc(O)cc3O)C(=O)N2C2CC(O)C(O)C(C)O2)CC(O)C1O,1,test
COP(=O)(OC)OC(CO)C(O)C1(OP(=O)(OC)OC)C(=O)NC(=O)NC1=O,1,test
CS(=O)(=O)OC(CO)C(O)C1(C(=O)CO)C(=O)NC(=O)NC1=O,1,test
Cn1cc(OC=O)c(=O)c(C(O)C(CO)OC=O)c1,1,test
Cc1cc(=O)n(CC(O)C(O)C(O)CO)n1C,1,test
CN(C)C(CO)C(O)N1C(=O)C(C(=O)CO)C(=O)N1c1ccccc1,1,test
COP(=O)(OC)OC1(C(CC(O)C2CC(O)C(O)C(C)O2)C2CC(O)C(O)C(C)O2)C(=O)NC(=O)NC1=O,1,test
Cn1c(=O)on(C(O)CC(n2oc(=O)n(C)c2=O)C2(C(=O)CO)C(=O)NC(=O)NC2=O)c1=O,1,test
CC(O)C1(OCC(O)CN(C)C)C(=O)NC(=O)NC1=O,1,test
COP(=O)(OC)OCC(=O)C1(N(C)C)C(=O)NC(=S)NC1=O,1,test
NC(=O)OC1(OC2CC(O)CC(=O)O2)C(=O)NC(=S)NC1=O,1,test
CC(=O)C1(C2CC(O)C(O)C(C)O2)C(=O)NC(=S)NC1=O,1,test
COC(=O)C(O)(c1ccccc1)c1ccccc1,1,test
Cc1c(N)c(=O)n(CC(O)C(O)C(O)CO)n1C,1,test
Cc1c(N)c(=O)n(C(O)CC(c2ccccc2)n2c(=O)c(N)c(C)n2C)n1C,1,test
COP(=O)(OC)Sc1cn(C)cc(-c2cn(C)cc(SP(=O)(OC)OC)c2=O)c1=O,1,test
Cn1cc(OCC(O)CO)c(=O)c(-c2cn(C)cc(C(=O)CO)c2=O)c1,1,test
Cc1cc(=O)n(C2(c3ccccc3)C(=O)NC(=O)NC2=O)n1C,1,test
COP(=O)(OC)SC1(OC2(C(C)O)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
Cc1cc(=O)n(C2(C3CC(O)CC(=O)O3)C(=O)NC(=O)NC2=O)n1C,1,test
O=C1NC(=O)C(OCCO)(c2ccccc2)C(=O)N1,1,test
O=c1oc2ccccc2c(O)c1SP(=O)(Sc1ccccc1)Sc1c(O)c2ccccc2oc1=O,1,test
CC(=O)C1(c2cn(C)cc(C3(C(=O)CO)C(=O)NC(=O)NC3=O)c2=O)C(=O)NC(=O)NC1=O,1,test
O=C1CC(O)CC(C2C(=O)N(C3CC(O)CC(=O)O3)N(C3CC(O)CC(=O)O3)C2=O)O1,1,test
CS(=O)(=O)OC1(OC2(c3c(O)c4ccccc4oc3=O)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
COP(=O)(OC)SC1(C(O)C2(C(C)O)C(=O)NC(=S)NC2=O)C(=O)NC(=S)NC1=O,1,test
O=C1NC(=O)C(CO)(n2cncn2)C(=O)N1,1,test
O=COCC(O)COC1(OC=O)C(=O)NC(=S)NC1=O,1,test
COP(=O)(OC)OC1(OC2(C(O)CO)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
O=C(Oc1ccc(O)cc1O)C(O)(c1ccc(O)cc1O)c1ccc(O)cc1O,1,test
CN(C)CC(O)CN(C)C,1,test
CC1OC(OC2(OCCO)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
O=C1NC(=S)NC(=O)C1(Oc1ccccc1)Oc1ccccc1,1,test
O=c1oc2ccccc2c(O)c1SP(=O)(Sc1c(O)c2ccccc2oc1=O)Sc1c(O)c2ccccc2oc1=O,1,test
COC(CO)C(O)C1(OC=O)C(=O)NC(=O)NC1=O,1,test
CC1OC(SP(=O)(SC2CC(O)C(O)C(C)O2)SC2(C3CC(O)C(O)C(C)O3)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
COP(=O)(OC)SC1(C(C)=O)C(=O)NC(=O)NC1=O,1,test
O=C1C(c2ccc(O)cc2O)C(=O)N(c2ccc(O)cc2O)N1c1ccc(O)cc1O,1,test
CC1OC(OP(=O)(Oc2ccccc2)Oc2ccccc2)CC(O)C1O,1,test
O=C1CC(O)CC(OP(=O)(Oc2ccccc2)Oc2ccccc2)O1,1,test
O=C(COc1ccc(O)cc1O)c1ccc(O)cc1O,1,test
CC(=O)C1CC(O)CC(=O)O1,1,test
CC(=O)C1(n2c(=O)cc(C)n2C)C(=O)NC(=O)NC1=O,1,test
Cc1cc(=O)n(-c2cn(C)cc(-c3cn(C)cc(-c4cn(C)cc(-c5c(O)c6ccccc6oc5=O)c4=O)c3=O)c2=O)n1C,1,test
O=COC1CC(O)CC(=O)O1,1,test
Cn1cc(OC=O)c(=O)c(-c2cn(C)cc(C(O)c3ccc(O)cc3O)c2=O)c1,1,test
COP(=O)(OC)SC1(OC2(C(=O)CO)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
COP(=O)(OC)Sc1cn(C)cc(-c2cn(C)cc(-c3cn(C)cc(C(C)=O)c3=O)c2=O)c1=O,1,test
O=c1oc2ccccc2c(O)c1Oc1c(O)c2ccccc2oc1=O,1,test
O=C1NC(=O)C(CC(O)C(O)C(O)CO)(OC2(CC(O)C(O)C(O)CO)C(=O)NC(=O)NC2=O)C(=O)N1,1,test
Cc1cc(=O)n(C2(OC3(n4c(=O)cc(C)n4C)C(=O)NC(=S)NC3=O)C(=O)NC(=O)NC2=O)n1C,1,test
COC(CO)C(O)C1(C(O)C(CO)SP(=O)(OC)OC)C(=O)NC(=O)NC1=O,1,test
O=C1NC(=O)C(OC2CC(O)CC(=O)O2)(OC2CC(O)CC(=O)O2)C(=O)N1,1,test
COP(=O)(OC)OC1(OC2(c3ccc(O)cc3O)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
COP(=O)(OC)SC1(C(O)(Cc2ccccc2)c2ccccc2)C(=O)NC(=O)NC1=O,1,test
CC1OC(C(O)(C2CC(O)C(O)C(C)O2)C2(C3CC(O)CC(=O)O3)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
COC1(C(O)(n2cncn2)n2cncn2)C(=O)NC(=O)NC1=O,1,test
O=C1NC(=O)C(OC2(C(=O)CO)C(=O)NC(=S)NC2=O)(C(=O)CO)C(=O)N1,1,test
COC(CO)C(O)C1(C(O)C(CO)N(C)C)C(=O)NC(=O)NC1=O,1,test
CNc1cn(C)cc(Oc2cn(C)cc(-n3cncn3)c2=O)c1=O,1,test
COP(=O)(OC)OC1(OCC(O)CO)C(=O)NC(=O)NC1=O,1,test
O=COC(CO)C(O)c1ccccc1,1,test
CNC1(OC2(n3oc(=O)n(C)c3=O)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
Cc1c(N)c(=O)n(C2(C(O)C3(n4c(=O)c(N)c(C)n4C)C(=O)NC(=O)NC3=O)C(=O)NC(=O)NC2=O)n1C,1,test
CN(C)c1cn(C)cc(C2(c3ccccc3)C(=O)NC(=O)NC2=O)c1=O,1,test
CC1OC(C2(C(O)(C3CC(O)C(O)C(C)O3)C3CC(O)C(O)C(C)O3)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
COc1cn(C)cc(C2(c3cn(C)cc(OC=O)c3=O)C(=O)NC(=O)NC2=O)c1=O,1,test
CC(=O)C1(C(CC(O)n2c(=O)cc(C)n2C)n2c(=O)cc(C)n2C)C(=O)NC(=O)NC1=O,1,test
Cc1cc(=O)n(C2(c3cn(C)cc(C(N)=O)c3=O)C(=O)NC(=O)NC2=O)n1C,1,test
CNC1C(=O)N(C(O)CO)N(C(O)CO)C1=O,1,test
CN(C)c1cn(C)cc(OC=O)c1=O,1,test
CC1OC(OCC(=O)C2(C3CC(O)C(O)C(C)O3)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
NC(=O)C1(OC2(C(O)CO)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
CC1OC(C2C(=O)N(c3ccccc3)N(C3CC(O)C(O)C(C)O3)C2=O)CC(O)C1O,1,test
CC(=O)C1(C2CC(O)CC(=O)O2)C(=O)NC(=S)NC1=O,1,test
Cn1cc(OS(C)(=O)=O)c(=O)c(C(=O)CO)c1,1,test
Cn1cc(C2(c3ccccc3)C(=O)NC(=S)NC2=O)c(=O)c(C2(c3ccccc3)C(=O)NC(=S)NC2=O)c1,1,test
NC(=O)C1(C(CC(O)c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)C(=O)NC(=O)NC1=O,1,test
CC1OC(OP(=O)(OC2CC(O)C(O)C(C)O2)OC2(C3CC(O)C(O)C(C)O3)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
NC(=O)N1C(=O)C(OC=O)C(=O)N1c1ccccc1,1,test
CC1OC(C(O)(C2CC(O)CC(=O)O2)C2(OC=O)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
O=C1NC(=O)C(Oc2ccc(O)cc2O)(C(=O)CO)C(=O)N1,1,test
CC1OC(OP(=O)(OC2CC(O)C(O)C(C)O2)OC2(OC=O)C(=O)NC(=O)NC2=O)CC(O)C1O,1,test
O=C1CC(O)CC(CC(O)(C2CC(O)CC(=O)O2)C2CC(O)CC(=O)O2)O1,1,test
CS(=O)(=O)OC1C(=O)N(c2ccc(O)cc2O)N(C2(c3ccc(O)cc3O)C(=O)NC(=O)NC2=O)C1=O,1,test
CN(C)C(CO)C(O)C1(OC=O)C(=O)NC(=O)NC1=O,1,test
COC1(OC2(OC=O)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
Cn1cc(CC(O)C(O)C(O)CO)c(=O)c(-c2cn(C)cc(-c3cn(C)cc(OS(C)(=O)=O)c3=O)c2=O)c1,1,test
Cn1cc(Oc2ccc(O)cc2O)c(=O)c(-c2cn(C)cc(C(=O)CO)c2=O)c1,1,test
CS(=O)(=O)OC1(OC2(c3ccc(O)cc3O)C(=O)NC(=O)NC2=O)C(=O)NC(=O)NC1=O,1,test
COP(=O)(OC)Oc1cn(C)cc(-c2cn(C)cc(-c3cn(C)cc(OC=O)c3=O)c2=O)c1=O,1,test
